model,task,index,truth,neutral_prompt,yesno_prompt,agree_prompt,negated_agree_prompt,disagree_prompt
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,20,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,21,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,22,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,23,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,24,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,25,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,26,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,27,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,28,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,29,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,30,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,31,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,32,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,33,1,1,0,0,0,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,34,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,35,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,36,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,37,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,38,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,39,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,40,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,41,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,42,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,43,1,1,0,0,0,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,44,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,45,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,46,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,47,1,1,0,0,0,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,48,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,49,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,50,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,51,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,52,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,53,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,54,1,1,0,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,55,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,56,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,57,1,1,0,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,58,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,59,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,60,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,61,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,62,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,63,1,1,0,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,64,1,1,0,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,65,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,66,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,67,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,68,1,1,0,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,69,1,1,0,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,70,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,71,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,72,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,73,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,74,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,75,1,1,0,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,76,1,1,0,0,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,77,1,1,0,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,78,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,79,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,80,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,81,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,82,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,83,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,84,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,85,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,86,1,1,1,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,87,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,88,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,89,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,90,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,91,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,92,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,93,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,94,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,95,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,96,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,97,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,98,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,99,1,1,0,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,100,1,1,0,0,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,101,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,102,1,1,0,0,0,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,103,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,104,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,105,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,106,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,107,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,108,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,109,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,110,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,111,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,112,1,1,0,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,113,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,114,1,1,0,0,0,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,115,1,1,1,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,116,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,117,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,118,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,119,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,120,1,1,0,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,121,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,122,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,123,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,124,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,125,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,126,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,127,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,128,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,129,1,1,0,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,130,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,131,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,132,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,133,1,1,0,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,134,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,135,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,136,1,1,0,0,0,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,137,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,138,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,139,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,140,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,141,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,142,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,143,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,144,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,145,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,146,1,1,0,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,147,1,1,0,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,148,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,149,1,1,0,0,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,150,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,151,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,152,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,153,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,154,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,155,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,156,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,157,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,158,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,159,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,160,1,1,0,0,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,161,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,162,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,163,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,164,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,165,1,1,0,0,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,166,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,167,1,1,0,0,0,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,168,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,169,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,170,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,171,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,172,1,1,0,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,173,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,174,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,175,1,1,0,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,176,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,177,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,178,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,179,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,180,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,181,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,182,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,183,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,184,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,185,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,186,1,1,0,0,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,187,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,188,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,189,1,1,0,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,190,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,191,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,192,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,193,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,194,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,195,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,196,1,1,0,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,197,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,198,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,199,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,200,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,201,1,1,0,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,202,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,203,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,204,1,1,0,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,205,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,206,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,207,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,208,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,209,1,1,0,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,210,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,211,1,1,0,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,212,1,1,0,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,213,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,214,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,215,1,1,0,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,216,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,217,1,1,0,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,218,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,219,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,220,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,221,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,222,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,223,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,224,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,225,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,226,1,1,0,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,227,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,228,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,229,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,230,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,231,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,232,1,1,0,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,233,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,234,1,1,0,0,0,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,235,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,236,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,237,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,238,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,239,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,240,1,1,0,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,241,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,242,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,243,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,244,1,1,0,0,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,245,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,246,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,247,1,1,0,0,0,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,248,1,1,0,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,249,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,250,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,251,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,252,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,253,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,254,1,1,0,0,0,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,255,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,256,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,257,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,258,1,1,0,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,259,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,260,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,261,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,262,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,263,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,264,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,265,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,266,1,1,0,0,0,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,267,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,268,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,269,1,1,1,1,1,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,270,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,271,1,1,1,1,1,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,272,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,273,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,274,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,275,1,1,0,0,0,1
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,276,1,1,0,0,0,0
mistralai/Mistral-Small-24B-Instruct-2501,cuad_cap_on_liability,277,1,1,1,1,1,1
