model,task,index,truth,neutral_prompt,yesno_prompt,agree_prompt,negated_agree_prompt,disagree_prompt
gpt-4o-2024-08-06,contract_nli_explicit_identification,75,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,76,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,77,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,78,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,79,0,1,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,80,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,81,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,82,0,1,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,83,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,84,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,85,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,86,0,1,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,87,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,88,0,1,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,89,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,90,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,91,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,92,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,93,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,94,0,0,0,0,1,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,95,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,96,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,97,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,98,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,99,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,100,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,101,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,102,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,103,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,104,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,105,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,106,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,107,0,0,0,0,0,1
gpt-4o-2024-08-06,contract_nli_explicit_identification,108,0,0,0,0,0,1
