model,task,index,truth,neutral_prompt,yesno_prompt,agree_prompt,negated_agree_prompt,disagree_prompt
meta-llama/Llama-3.3-70B-Instruct,definition_classification,45,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,46,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,47,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,48,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,49,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,50,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,51,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,52,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,53,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,54,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,55,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,56,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,57,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,58,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,59,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,60,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,61,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,62,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,63,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,64,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,65,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,66,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,67,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,68,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,69,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,70,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,71,1,0,0,0,0,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,72,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,73,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,74,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,75,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,76,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,77,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,78,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,79,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,80,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,81,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,82,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,83,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,84,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,85,1,0,0,0,0,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,86,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,87,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,88,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,89,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,90,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,91,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,92,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,93,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,94,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,95,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,96,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,97,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,98,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,99,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,100,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,101,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,102,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,103,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,104,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,105,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,106,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,107,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,108,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,109,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,110,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,111,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,112,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,113,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,114,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,115,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,116,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,117,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,118,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,119,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,120,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,121,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,122,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,123,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,124,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,125,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,126,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,127,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,128,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,129,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,130,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,131,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,132,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,133,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,134,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,135,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,136,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,137,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,138,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,139,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,140,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,141,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,142,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,143,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,144,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,145,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,146,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,147,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,148,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,149,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,150,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,151,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,152,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,153,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,154,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,155,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,156,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,157,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,158,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,159,1,0,0,0,0,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,160,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,161,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,162,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,163,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,164,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,165,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,166,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,167,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,168,1,0,0,0,0,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,169,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,170,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,171,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,172,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,173,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,174,1,0,0,0,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,175,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,176,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,177,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,178,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,179,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,180,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,181,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,182,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,183,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,184,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,185,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,186,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,187,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,188,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,189,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,190,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,191,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,192,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,193,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,194,1,0,0,0,0,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,195,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,196,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,197,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,198,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,199,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,200,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,201,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,202,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,203,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,204,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,205,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,206,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,207,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,208,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,209,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,210,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,211,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,212,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,213,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,214,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,215,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,216,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,217,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,218,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,219,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,220,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,221,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,222,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,223,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,224,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,225,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,226,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,227,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,228,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,229,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,230,1,1,0,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,231,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,232,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,233,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,234,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,235,1,0,0,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,236,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,237,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,238,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,239,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,240,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,241,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,242,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,243,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,244,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,245,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,246,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,247,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,248,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,249,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,250,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,251,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,252,1,0,0,0,0,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,253,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,254,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,255,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,256,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,257,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,258,1,0,0,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,259,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,260,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,261,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,262,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,263,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,264,1,0,1,1,1,0
meta-llama/Llama-3.3-70B-Instruct,definition_classification,265,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,266,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,267,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,268,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,269,1,0,1,0,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,270,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,271,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,272,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,273,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,274,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,275,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,276,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,277,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,278,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,279,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,280,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,281,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,282,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,283,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,284,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,285,1,0,0,1,0,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,286,1,0,0,0,0,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,287,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,288,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,289,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,290,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,291,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,292,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,293,1,0,0,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,294,1,0,0,0,0,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,295,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,296,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,297,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,298,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,299,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,300,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,301,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,302,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,303,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,304,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,305,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,306,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,307,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,308,1,0,1,0,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,309,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,310,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,311,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,312,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,313,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,314,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,315,1,0,1,1,0,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,316,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,317,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,318,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,319,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,320,1,0,0,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,321,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,322,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,323,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,324,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,325,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,326,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,327,1,1,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,328,1,0,1,1,1,1
meta-llama/Llama-3.3-70B-Instruct,definition_classification,329,1,0,1,0,0,1
