model,task,index,truth,neutral_prompt,yesno_prompt,agree_prompt,negated_agree_prompt,disagree_prompt
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,38,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,39,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,40,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,41,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,42,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,43,1,0,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,44,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,45,1,0,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,46,1,1,0,1,0,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,47,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,48,1,0,0,1,0,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,49,1,0,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,50,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,51,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,52,1,1,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,53,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,54,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,55,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,56,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,57,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,58,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,59,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,60,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,61,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,62,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,63,1,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,64,1,1,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,65,1,1,0,0,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,66,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,67,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,68,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,69,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,70,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,71,1,0,1,1,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,72,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,73,1,1,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,74,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,75,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,76,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,77,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,78,1,0,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,79,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,80,1,1,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,81,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,82,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,83,1,0,0,1,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,84,1,0,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,85,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,86,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,87,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,88,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,89,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,90,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,91,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,92,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,93,1,1,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,94,1,1,1,0,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,95,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,96,1,0,0,0,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,97,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,98,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,99,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,100,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,101,1,1,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,102,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,103,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,104,1,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,105,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,106,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,107,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,108,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,109,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,110,1,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,111,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,112,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,113,1,1,0,0,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,114,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,115,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,116,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,117,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,118,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,119,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,120,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,121,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,122,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,123,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,124,1,1,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,125,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,126,1,0,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,127,1,0,1,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,128,1,0,0,0,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,129,1,0,0,0,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,130,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,131,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,132,1,0,0,0,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,133,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,134,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,135,1,0,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,136,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,137,1,0,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,138,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,139,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,140,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,141,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,142,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,143,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,144,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,145,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,146,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,147,1,0,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,148,1,0,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,149,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,150,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,151,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,152,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,153,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,154,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,155,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,156,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,157,1,0,0,0,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,158,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,159,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,160,1,0,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,161,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,162,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,163,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,164,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,165,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,166,1,0,1,1,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,167,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,168,1,0,0,1,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,169,1,0,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,170,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,171,1,0,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,172,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,173,1,1,0,0,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,174,1,0,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,175,1,0,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,176,1,0,0,0,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,177,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,178,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,179,1,1,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,180,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,181,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,182,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,183,1,0,1,1,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,184,1,0,1,1,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,185,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,186,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,187,1,0,0,0,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,188,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,189,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,190,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,191,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,192,1,0,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,193,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,194,1,1,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,195,1,0,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,196,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,197,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,198,1,0,0,1,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,199,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,200,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,201,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,202,1,1,0,0,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,203,1,0,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,204,1,1,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,205,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,206,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,207,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,208,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,209,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,210,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,211,1,1,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,212,1,0,0,1,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,213,1,0,0,0,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,214,1,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,215,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,216,1,1,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,217,1,0,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,218,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,219,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,220,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,221,1,0,1,1,0,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,222,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,223,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,224,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,225,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,226,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,227,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,228,1,0,0,0,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,229,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,230,1,0,1,1,0,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,231,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,232,1,0,1,0,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,233,1,1,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,234,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,235,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,236,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,237,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,238,1,0,0,1,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,239,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,240,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,241,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,242,1,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,243,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,244,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,245,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,246,1,1,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,247,1,0,0,1,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,248,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,249,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,250,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,251,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,252,1,0,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,253,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,254,1,0,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,255,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,256,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,257,1,1,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,258,1,1,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,259,1,0,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,260,1,0,0,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,261,1,0,1,1,0,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,262,1,1,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,263,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,264,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,265,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,266,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,267,1,0,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,268,1,1,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,269,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,270,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,271,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,272,1,1,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,273,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,274,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,275,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,276,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,277,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,278,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,279,1,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,280,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,281,1,0,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,282,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,283,1,0,1,0,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,284,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,285,1,0,0,0,0,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,286,1,0,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,287,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,288,1,0,1,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,289,1,1,0,0,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,290,1,0,0,0,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,291,1,0,0,0,0,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,292,1,0,0,1,1,0
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,293,1,0,1,1,1,1
meta-llama/Llama-3.1-8B-Instruct,cuad_anti-assignment,294,1,0,1,1,1,1
